T_soll_C,T_ist_C,p_H2_bar,WHSV_h,t_reaktion_min,Pt_beladung_wt,ruehrer_rpm,dbt_reinheit_pct,charge_nr,T_umgebung_C,lagerzeit_tage,ausbeute_pct
305.3071431561376,292.0158478319994,1.1739002480511678,0.7944036709490871,18.553915213245773,0.7644172800603607,645.0160548539923,98.6493775463021,1075.0,24.09801078642809,145.04705304311204,55.264254716520014
283.5270985838834,277.9020425576611,1.7259936383860963,1.3528360891949975,241.86813854845784,0.37829136166647404,263.117170703871,99.02047912490717,1078.0,25.897490656333552,161.12954119927312,81.3175907917456
310.80886479423987,305.7680074729261,1.946979484417584,3.452559346668894,163.26556910810825,0.8827704994468049,1168.752321361599,98.67182902232513,1278.0,18.359042579810215,12.620597767953099,98.01411394167872
300.32892188885864,295.09019429726936,1.9975503033288473,2.7315604516746066,131.26900765276108,0.4234494660056531,510.6541850810828,96.41048889263595,1104.0,23.98456767263914,103.46773162322079,81.5659828254932
261.1215276126972,252.31723779360965,3.284930606971091,2.7720216754699605,41.810509480477805,0.5964467762757577,389.3634916728538,95.57743511443857,1122.0,18.57489732672768,84.10920622062022,6.123330054314374
318.41545285638915,309.89005462066325,2.665049702812769,2.8457113937297422,268.5520801774882,0.686529449991531,486.0473018403953,96.1678587938741,1250.0,22.737062599229333,110.5707330848841,97.86191131389288
304.47408062937296,300.83005544514117,1.197016479710376,3.170160566638352,127.57706341155858,0.6505363043561947,1164.3731948914788,97.46408719120373,1131.0,24.048602259425902,80.50962364348844,96.89813313821688
306.094179843002,295.1849856302114,2.4944565538382864,0.7033796860250656,209.5357554896278,0.7803140409306053,294.286053488007,97.47585691923618,1155.0,20.873635178141903,71.75606775361473,96.09206225552985
263.32738612391046,259.269882259576,3.095011794870549,1.7831293472641434,57.57163456492297,0.7568807144084786,1067.3030405011814,97.85495731164124,1097.0,18.08747776888531,84.93852823730809,17.881834397614043
284.27508596321184,276.18728492210096,1.4066876116148639,2.3883460234158753,289.04164441919426,0.9944294038696384,907.8438944014478,96.93599900398466,1138.0,22.76151481700341,104.75984317615455,96.89914000821375
279.1018715751178,268.4810298294028,4.333834215154239,1.684597691540641,65.85590211922181,0.9995953364569314,1030.0191791590282,98.85576776910514,1277.0,25.929957025120224,90.17697798571982,21.96126025403092
315.2397242751591,307.98774162502355,1.207847465860417,3.455676056505153,71.86946797635476,0.6615215818449487,1175.8975403678965,99.47445337670132,1213.0,20.060939382707964,84.98600118371631,93.49461317308874
296.85123280524317,290.4135030895839,4.699367476072249,2.189003780055529,259.81011525894843,0.3666393608726048,1042.1546555168718,96.2089527620494,1399.0,19.515930217497726,147.21035579245452,65.97256911576352
308.47950486260396,303.52825844882415,1.396452566319502,3.190196563107827,275.0860820804504,0.8094903092781027,1143.3823512778529,98.60896376673925,1308.0,18.99140714202812,134.21663842281438,97.41894684540057
283.8219229237765,277.53127497674507,4.3742998063910115,3.482054309084092,75.4620111441409,0.9836648547516125,326.93525679091977,98.32206207747072,1006.0,22.442044959200448,61.44812895261471,20.287587351121815
269.7705169160105,260.8513915934413,4.610612575710468,2.2667701901622435,148.89325312982595,0.5228284713403142,995.7885651669701,97.56314344646864,1151.0,22.771560794882188,144.10388115275768,18.862445968639552
291.04801115602925,284.4230311747689,4.918282722346371,3.683432853549725,224.0460478004065,0.6228462200863016,745.6756940810478,95.92379814598338,1115.0,24.33816669736322,153.65712042081003,57.80482717333905
259.1481216467714,251.6650501053891,4.208103521094374,2.554933791879432,265.33423413607846,0.5973438473708191,743.4955950798607,98.89663806705528,1235.0,24.02458618896408,27.62859696735429,32.17235984347327
308.7960261795178,307.6257876609893,4.117910163085316,3.475960045918026,123.03001808563198,0.3359934081898505,1098.9215763205136,99.70706879958128,1106.0,25.140331958360697,104.88284311153657,59.580803029555106
296.0581859429342,286.46445727191764,3.5699331039821907,1.692067784570335,162.35055375208734,0.7705851018564114,1171.8038186467113,98.5369980279447,1386.0,24.446181586738412,51.35615884785848,78.30125755680118
304.27570310554927,302.5209888165687,4.1159854183125155,2.2458593548601984,226.38917699812444,0.5473363865479275,904.8383230431809,99.4975139834661,1119.0,19.978136664635556,133.05101794681005,88.20191740228553
278.04418792844143,270.86359122805186,1.5382088336525883,2.359938643516022,223.3737533460467,0.8512247122420515,682.9383894717839,99.8225077982452,1208.0,22.44701923900609,42.981359284562984,89.85072856816679
318.0953715856687,308.2442115754482,3.144272143790549,0.867429005636247,238.1436370574342,0.8824840526973903,656.4038579018454,96.72504830377227,1049.0,20.37929567274864,120.85263435114572,98.83814062821857
313.05287288594286,304.31370037741146,3.056891480761658,1.8949337734553922,177.431138312835,0.8748615506184918,586.3414572231818,98.12729540933906,1363.0,20.63828303641202,45.9224380903741,95.47496199733583
305.5949273097945,298.2813686683364,4.430288576490231,3.710681853930866,44.81530258936094,0.5916661986279161,561.5990295726626,97.32227041442658,1364.0,25.45555495383997,92.00587741738977,24.20450109241267
267.6515160103779,259.696863660532,2.8511974623740635,2.7079128412765985,272.6323879002414,0.5250819775686296,591.5068416844314,99.83448085962983,1317.0,23.45516724053659,170.7563642249146,55.1501007032416
285.3368652422572,278.6004370590624,2.540357984401414,1.1212730385293863,261.688173706493,0.8241745457669383,289.7532352511953,95.45965833763785,1140.0,25.796723306008847,68.63535692215821,88.4238493056929
257.8472447761699,247.97999494250837,3.5582530849484404,1.6859947246336173,242.4577692082249,0.8609726036899061,277.43608526043823,97.0206370800564,1023.0,21.335300293749956,157.63292747337738,29.932779083285983
265.02881698439063,254.36873005032285,2.0658532700033843,1.1706105338194495,43.460805990807906,0.6438802124739562,979.8698438723118,99.29014131818346,1284.0,22.29950058683181,177.65002461670102,15.37364640735175
299.39818196075953,291.0121634428411,1.5590736438158275,0.5868809612950039,73.25324961820732,0.9251217136754122,646.0728929202262,96.39185142157993,1171.0,21.896923359331375,157.4731527849294,93.71671794669469
303.4095401340081,295.03883997835885,2.911509096094983,3.7461116047640934,226.9261040556808,0.40073608725499077,1130.6844885446205,98.86018496813048,1396.0,18.858296460189816,29.855885350201714,82.92906178500637
317.88813260822366,308.7412898239075,2.66755747437954,2.06872564889905,21.594926955854735,0.915348145761272,812.2210085939524,96.87563749762326,1279.0,19.893615956212827,147.53847951632935,51.03585289161313
276.1786482789799,269.9750219455706,1.9302797621154948,1.5763727534727514,294.0790206065747,0.36726666308031686,235.17598218441975,99.80189484546179,1215.0,22.221090884835856,5.786891118101025,69.21125605776422
279.0798808922665,272.7183983411803,2.470047240460512,2.594670170452078,122.486233901369,0.4074678654382297,357.52334131747944,99.32929619847617,1394.0,18.538994441064048,70.79433906587542,31.069199397509006
285.52112773292754,283.8811185006752,2.4655697993049897,0.5256005970255547,220.00407210188473,0.6736880092917722,405.8197930130076,96.47646975254682,1320.0,25.451695434471112,156.7320071972155,94.39536372695771
267.3156383404786,263.3561661714645,2.309982257650182,1.4730773731028484,267.9577602190924,0.3472629361311905,1175.7360243896605,98.77394625633549,1183.0,18.99074945554697,123.97539829678557,70.0576671857457
263.44489784680565,259.96292424071487,2.517856318907716,2.960617129946124,127.46951812277345,0.3369649709800772,418.7042261516349,96.65059706478301,1007.0,19.583845971335258,95.89327692081805,28.386627825705318
285.9208202046857,278.21056522723666,3.7429733818237816,2.7181942057424204,105.95275925090482,0.3003631209159939,715.7556762880513,97.97117791705612,1037.0,24.122569791509093,69.8155245148717,33.8637723654864
269.74910768830745,262.6778588235903,2.187505898285141,3.936320816398874,188.4912217360003,0.6054216617859842,1136.176931640196,98.22655576512713,1177.0,18.77547633431451,146.2134503646515,51.45496346645717
298.53790965436315,291.9581551388071,4.795431706861361,2.6712519838031543,180.58197151819445,0.8422367169045608,1177.1927299143572,99.06501750451996,1224.0,25.202224796923275,127.72051271067976,72.68532946373446
283.4148747267015,277.2145900471172,4.665392078152712,2.171270557697065,131.6048936230672,0.32438684519594096,436.36043538354454,95.11980912032188,1012.0,23.805607765780284,84.3129575308212,21.14150899103275
309.12408274375946,304.58233905234243,2.9236417132003143,3.1650139711440266,186.5058054222969,0.7565803245260987,249.11764375004014,96.07877366664627,1050.0,18.54896685687087,160.64718069773878,86.23495736566676
300.51723163014617,290.6141644080159,2.313444820018755,3.661647551874186,281.583690326451,0.8761891221913305,353.60183253775847,98.48839727188404,1281.0,23.534776490285225,41.39064320735383,92.7307104835787
275.3038316898327,270.16822262690226,3.1417391593200126,3.0224358135142304,148.27747313858,0.4176005940045098,263.3284787025581,97.76126386115074,1300.0,23.05302833737054,30.67047164855248,25.324806542560612
309.0968870906881,303.39074579649196,4.394241955094499,3.8712392824228288,71.07152151392992,0.40280461437498294,395.12424109233643,97.4284648831856,1011.0,24.05879546191935,115.70467758004467,28.863503844641336
307.3096832372921,300.25582459872606,3.610349362240408,3.2370180975836202,122.50370512165611,0.9025606815343752,768.5697147037354,95.27052878786911,1203.0,24.625582819914687,174.95898168631865,78.82256384913173
280.18609463696134,271.51989311708905,4.21756731178831,3.5338050339167424,127.3204900390388,0.8761872269650663,1112.4487962956418,96.70655182896114,1032.0,23.746804505385242,44.506183195218654,38.13270031564122
273.7413267554659,267.0818053576002,3.1308891042629607,0.8993642491427302,52.36597751247266,0.6772592363849308,737.21888369434,99.23899113636219,1289.0,22.689410362167777,44.940668208088766,28.213277834713168
299.3622077583734,291.60208206342713,3.531670517070483,3.0634472604782568,61.41837765804815,0.8734399155057861,825.9895566990807,95.15137490147656,1333.0,20.579706548654222,25.109792633194186,39.9654869561566
264.0839114346051,258.2786828431614,2.152622456729847,2.04031044834579,210.100190917198,0.36492925419714634,401.8672516095411,96.94253755328758,1347.0,23.578189294639433,154.90143994925378,41.42714278464841
267.99403316088205,263.60441729623295,3.939572649241163,2.435863308439463,111.75115994953727,0.576137062557128,1000.5836206738502,99.63122660958679,1239.0,25.655772677046237,40.75155727404014,22.498012964593922
255.47854753381534,249.1042522228109,1.8096183725028734,2.789358433188249,287.1460416789052,0.816458289274461,817.7889085055832,95.24931559927057,1251.0,22.700174244230993,90.57213481047981,66.39996739484907
306.150084537639,301.07383562892136,3.779192515273993,3.894352908469493,84.42507242720312,0.4802163715267743,1064.1368291927247,98.67355818011872,1370.0,23.314758947474033,178.35704604039682,52.69553609684047
298.2153056784821,290.30851590424487,4.442876273303576,3.946023285010686,43.19348395487436,0.8266302401034868,1148.843107005784,96.26230181929198,1244.0,21.497024337598404,2.1853621659678413,26.608630594553244
300.8357496107118,296.6705963394144,1.5284113492061757,1.5087988592076684,229.7488004550735,0.6529250230735697,547.9007757565923,99.246383277553,1178.0,24.048966477944596,100.16749629194294,97.23353795024863
305.7473870164279,298.27743453065415,3.457518962167679,3.068137241032707,266.095274796593,0.825186191563763,290.57905853543934,98.65573309690089,1301.0,25.98133913870909,92.21202768689024,85.50003860143619
284.8295254099921,278.40313689777423,1.3803829929197384,3.1249423827734404,94.26230670837404,0.6252757465001306,425.92895791678245,99.33995533720598,1236.0,19.28311459254189,145.34052775382784,59.73386477314325
